text,text_clean,label
First has she gained more than  &lt;#&gt; kg since she took in. Second has she done the blood sugar tests. If she has and its ok and her blood pressure is within normal limits then no worries,first has she gained more than lt gt kg since she took in second has she done the blood sugar tests if she has and its ok and her blood pressure is within normal limits then no worries,0
"K, want us to come by now?",k want us to come by now,0
I liked the new mobile,i liked the new mobile,0
"Derp. Which is worse, a dude who always wants to party or a dude who files a complaint about the three drug abusers he lives with",derp which is worse a dude who always wants to party or a dude who files a complaint about the three drug abusers he lives with,0
She left it very vague. She just said she would inform the person in accounting about the delayed rent and that i should discuss with the housing agency about my renting another place. But checking online now and all places around usc are  &lt;#&gt;  and up,she left it very vague she just said she would inform the person in accounting about the delayed rent and that i should discuss with the housing agency about my renting another place but checking online now and all places around usc are lt gt and up,0
<Forwarded from 88877>FREE entry into our £250 weekly comp just send the word ENTER to 88877 NOW. 18 T&C www.textcomp.com,forwarded from [num] free entry into our [num] weekly comp just send the word enter to [num] now [num] t c [url],1
"Night night, see you tomorrow",night night see you tomorrow,0
"That way transport is less problematic than on sat night. By the way, if u want to ask  n  to join my bday, feel free. But need to know definite nos as booking on fri. ",that way transport is less problematic than on sat night by the way if u want to ask n to join my bday feel free but need to know definite nos as booking on fri,0
But you dint in touch with me.,but you dint in touch with me,0
No i'm not gonna be able to. || too late notice. || i'll be home in a few weeks anyway. || what are the plans,no i m not gonna be able to too late notice i ll be home in a few weeks anyway what are the plans,0
Are you wet right now?,are you wet right now,0
But I'm on a diet. And I ate 1 too many slices of pizza yesterday. Ugh I'm ALWAYS on a diet.,but i m on a diet and i ate [num] too many slices of pizza yesterday ugh i m always on a diet,0
"Sweetheart, hope you are not having that kind of day! Have one with loads of reasons to smile. Biola",sweetheart hope you are not having that kind of day have one with loads of reasons to smile biola,0
"If e timing can, then i go w u lor...",if e timing can then i go w u lor,0
"Aight, I should be there by 8 at the latest, probably closer to 7. Are jay and tyler down or should we just do two trips?",aight i should be there by [num] at the latest probably closer to [num] are jay and tyler down or should we just do two trips,0
No problem. We will be spending a lot of quality time together...,no problem we will be spending a lot of quality time together,0
FREE UNLIMITED HARDCORE PORN direct 2 your mobile Txt PORN to 69200 & get FREE access for 24 hrs then chrgd@50p per day txt Stop 2exit. This msg is free,free unlimited hardcore porn direct [num] your mobile txt porn to [num] get free access for [num] hrs then chrgd [num] p per day txt stop [num] exit this msg is free,1
I gotta collect da car at 6 lei.,i gotta collect da car at [num] lei,0
"Babe! I fucking love you too !! You know? Fuck it was so good to hear your voice. I so need that. I crave it. I can't get enough. I adore you, Ahmad *kisses*",babe i fucking love you too you know fuck it was so good to hear your voice i so need that i crave it i can t get enough i adore you ahmad kisses,0
She's fine. Sends her greetings,she s fine sends her greetings,0
Ü wait 4 me in sch i finish ard 5..,wait [num] me in sch i finish ard [num],0
Hey I am really horny want to chat or see me naked text hot to 69698 text charged at 150pm to unsubscribe text stop 69698,hey i am really horny want to chat or see me naked text hot to [num] text charged at [num] pm to unsubscribe text stop [num],1
I tot it's my group mate... Lucky i havent reply... Wat time do ü need to leave... ,i tot it s my group mate lucky i havent reply wat time do need to leave,0
"Yes, princess. Are you going to make me moan?",yes princess are you going to make me moan,0
You always make things bigger than they are,you always make things bigger than they are,0
Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send COLLECT to 83600 only 150p/msg. CC: 08718720201 PO BOX 114/14 TCR/W1,ur cash balance is currently [num] pounds to maximize ur cash in now send collect to [num] only [num] p msg cc [num] po box [num] [num] tcr w [num],1
Tone Club: Your subs has now expired 2 re-sub reply MONOC 4 monos or POLYC 4 polys 1 weekly @ 150p per week Txt STOP 2 stop This msg free Stream 0871212025016,tone club your subs has now expired [num] re sub reply monoc [num] monos or polyc [num] polys [num] weekly [num] p per week txt stop [num] stop this msg free stream [num],1
How would my ip address test that considering my computer isn't a minecraft server,how would my ip address test that considering my computer isn t a minecraft server,0
Thanks. It was only from tescos but quite nice. All gone now. Speak soon ,thanks it was only from tescos but quite nice all gone now speak soon,0
Bring it if you got it,bring it if you got it,0
"U so lousy, run already come back then half dead... Hee...",u so lousy run already come back then half dead hee,0
Ok. So april. Cant wait,ok so april cant wait,0
Gud mrng dear have a nice day,gud mrng dear have a nice day,0
Why are u up so early?,why are u up so early,0
What i mean is do they come chase you out when its over or is it stated you can watch as many movies as you want.,what i mean is do they come chase you out when its over or is it stated you can watch as many movies as you want,0
"Haha... Where got so fast lose weight, thk muz go 4 a month den got effect... Gee,later we go aust put bk e weight.",haha where got so fast lose weight thk muz go [num] a month den got effect gee later we go aust put bk e weight,0
Text BANNEDUK to 89555 to see! cost 150p textoperator g696ga 18+ XXX,text banneduk to [num] to see cost [num] p textoperator g [num] ga [num] xxx,1
Fwiw the reason I'm only around when it's time to smoke is that because of gas I can only afford to be around when someone tells me to be and that apparently only happens when somebody wants to light up,fwiw the reason i m only around when it s time to smoke is that because of gas i can only afford to be around when someone tells me to be and that apparently only happens when somebody wants to light up,0
Can you use foreign stamps for whatever you send them off for? ,can you use foreign stamps for whatever you send them off for,0
Dunno cos i was v late n when i reach they inside already... But we ate spageddies lor... It's e gals who r laughing at me lor...,dunno cos i was v late n when i reach they inside already but we ate spageddies lor it s e gals who r laughing at me lor,0
If you hear a loud scream in about &lt;#&gt; minutes its cause my Gyno will be shoving things up me that don't belong :/,if you hear a loud scream in about lt gt minutes its cause my gyno will be shoving things up me that don t belong,0
Have your lunch and come quickly and open the door:),have your lunch and come quickly and open the door,0
HEY MATE! HOWS U HONEY?DID U AVE GOOD HOLIDAY? GIMMI DE GOSS!x,hey mate hows u honey did u ave good holiday gimmi de goss x,0
Then why you not responding,then why you not responding,0
"Cool, I'll text you when I'm on the way",cool i ll text you when i m on the way,0
So when you gonna get rimac access ,so when you gonna get rimac access,0
Yeah do! Don‘t stand to close tho- you‘ll catch something!,yeah do don t stand to close tho you ll catch something,0
I dunno lei... Like dun haf...,i dunno lei like dun haf,0
RT-KIng Pro Video Club>> Need help? info@ringtoneking.co.uk or call 08701237397 You must be 16+ Club credits redeemable at www.ringtoneking.co.uk! Enjoy!,rt king pro video club need help [email] or call [num] you must be [num] club credits redeemable at [url] enjoy,1
S but not able to sleep.,s but not able to sleep,0
"Awesome question with a cute answer: Someone asked a boy ""how is ur life?"" . . He smiled &amp; answered: . . ""She is fine!"" Gudnite",awesome question with a cute answer someone asked a boy how is ur life he smiled amp answered she is fine gudnite,0
"Good morning, my Love ... I go to sleep now and wish you a great day full of feeling better and opportunity ... You are my last thought babe, I LOVE YOU *kiss*",good morning my love i go to sleep now and wish you a great day full of feeling better and opportunity you are my last thought babe i love you kiss,0
Send a logo 2 ur lover - 2 names joined by a heart. Txt LOVE NAME1 NAME2 MOBNO eg LOVE ADAM EVE 07123456789 to 87077 Yahoo! POBox36504W45WQ TxtNO 4 no ads 150p,send a logo [num] ur lover [num] names joined by a heart txt love name [num] name [num] mobno eg love adam eve [num] to [num] yahoo pobox [num] w [num] wq txtno [num] no ads [num] p,1
Hows the street where the end of library walk is?,hows the street where the end of library walk is,0
"Someone has contacted our dating service and entered your phone becausethey fancy you! To find out who it is call from a landline 09058098002. PoBox1, W14RG 150p",someone has contacted our dating service and entered your phone becausethey fancy you to find out who it is call from a landline [num] pobox [num] w [num] rg [num] p,1
I'm coming home 4 dinner.,i m coming home [num] dinner,0
Stupid auto correct on my phone,stupid auto correct on my phone,0
I thk ü gotta go home by urself. Cos i'll b going out shopping 4 my frens present. ,i thk gotta go home by urself cos i ll b going out shopping [num] my frens present,0
Ok lor but not too early. Me still having project meeting now.,ok lor but not too early me still having project meeting now,0
"Geeeee ... Your internet is really bad today, eh ?",geeeee your internet is really bad today eh,0
Just sent it. So what type of food do you like?,just sent it so what type of food do you like,0
Take some small dose tablet for fever,take some small dose tablet for fever,0
Serious? What like proper tongued her,serious what like proper tongued her,0
Hi did u decide wot 2 get 4 his bday if not ill prob jus get him a voucher frm virgin or sumfing ,hi did u decide wot [num] get [num] his bday if not ill prob jus get him a voucher frm virgin or sumfing,0
Or better still can you catch her and let ask her if she can sell  &lt;#&gt;  for me.,or better still can you catch her and let ask her if she can sell lt gt for me,0
Happy new year to u too!,happy new year to u too,0
"Aight, text me tonight and we'll see what's up",aight text me tonight and we ll see what s up,0
Customer service annoncement. You have a New Years delivery waiting for you. Please call 07046744435 now to arrange delivery,customer service annoncement you have a new years delivery waiting for you please call [num] now to arrange delivery,1
Thanx 4 e brownie it's v nice...,thanx [num] e brownie it s v nice,0
Love it! I want to flood that pretty pussy with cum...,love it i want to flood that pretty pussy with cum,0
Good night my dear.. Sleepwell&amp;Take care,good night my dear sleepwell amp take care,0
Minimum walk is 3miles a day.,minimum walk is [num] miles a day,0
Hey what happen de. Are you alright.,hey what happen de are you alright,0
Sitting ard nothing to do lor. U leh busy w work?,sitting ard nothing to do lor u leh busy w work,0
"Si.como no?!listened2the plaid album-quite gd&the new air1 which is hilarious-also boughtbraindancea comp.ofstuff on aphexs ;abel,u hav2hear it!c u sn xxxx",si como no listened [num] the plaid album quite gd the new air [num] which is hilarious also bought braindance a comp ofstuff on aphex s abel u hav [num] hear it c u sn xxxx,0
Also andros ice etc etc,also andros ice etc etc,0
Lol I have to take it. member how I said my aunt flow didn't visit for 6 months? It's cause I developed ovarian cysts. Bc is the only way to shrink them.,lol i have to take it member how i said my aunt flow didn t visit for [num] months it s cause i developed ovarian cysts bc is the only way to shrink them,0
Gibbs unsold.mike hussey,gibbs unsold mike hussey,0
Hi dear we saw dear. We both are happy. Where you my battery is low,hi dear we saw dear we both are happy where you my battery is low,0
U don't remember that old commercial?,u don t remember that old commercial,0
On the road so cant txt,on the road so cant txt,0
"Double mins and txts 4 6months FREE Bluetooth on Orange. Available on Sony, Nokia Motorola phones. Call MobileUpd8 on 08000839402 or call2optout/N9DX",double mins and txts [num] [num] months free bluetooth on orange available on sony nokia motorola phones call mobileupd [num] on [num] or call [num] optout n [num] dx,1
You have got tallent but you are wasting.,you have got tallent but you are wasting,0
I'm in chennai velachery:),i m in chennai velachery,0
"Good afternon, my love. How are today? I hope your good and maybe have some interviews. I wake and miss you babe. A passionate kiss from across the sea",good afternon my love how are today i hope your good and maybe have some interviews i wake and miss you babe a passionate kiss from across the sea,0
Oh really?? Did you make it on air? What's your talent?,oh really did you make it on air what s your talent,0
Wife.how she knew the time of murder exactly,wife how she knew the time of murder exactly,0
"Oops, I'll let you know when my roommate's done",oops i ll let you know when my roommate s done,0
K.k:)when are you going?,k k when are you going,0
You are being ripped off! Get your mobile content from www.clubmoby.com call 08717509990 poly/true/Pix/Ringtones/Games six downloads for only 3,you are being ripped off get your mobile content from [url] call [num] poly true pix ringtones games six downloads for only [num],1
K then 2marrow are you coming to class.,k then [num] marrow are you coming to class,0
CHEERS LOU! YEAH WAS A GOODNITE SHAME U NEVA CAME! C YA GAILxx,cheers lou yeah was a goodnite shame u neva came c ya gailxx,0
Bought one ringtone and now getting texts costing 3 pound offering more tones etc,bought one ringtone and now getting texts costing [num] pound offering more tones etc,1
Yay can't wait to party together!,yay can t wait to party together,0
I need details about that online job.,i need details about that online job,0
My phone,my phone,0
"Motivate Behind every darkness, there is a shining light waiting for you to find it... Behind every best friend, there is always trust and love... BSLVYL",motivate behind every darkness there is a shining light waiting for you to find it behind every best friend there is always trust and love bslvyl,0
Thanks for the Vote. Now sing along with the stars with Karaoke on your mobile. For a FREE link just reply with SING now.,thanks for the vote now sing along with the stars with karaoke on your mobile for a free link just reply with sing now,1
So your telling me I coulda been your real Valentine and I wasn't? U never pick me for NOTHING!!,so your telling me i coulda been your real valentine and i wasn t u never pick me for nothing,0
Noooooooo please. Last thing I need is stress. For once in your life be fair.,noooooooo please last thing i need is stress for once in your life be fair,0
Convey my regards to him,convey my regards to him,0
Hello-/@drivby-:0quit edrunk sorry iff pthis makes no senrd-dnot no how ^ dancce 2 drum n basq!ihave fun 2nhite x ros xxxxxxx,hello drivby [num] quit edrunk sorry iff pthis makes no senrd dnot no how dancce [num] drum n basq ihave fun [num] nhite x ros xxxxxxx,0
"Can you pls pls send me a mail on all you know about relatives coming to deliver here? All you know about costs, risks, benefits and anything else. Thanks.",can you pls pls send me a mail on all you know about relatives coming to deliver here all you know about costs risks benefits and anything else thanks,0
How much i gave to you. Morning.,how much i gave to you morning,0
"Mon okie lor... Haha, best is cheap n gd food la, ex oso okie... Depends on whether wana eat western or chinese food... Den which u prefer... ",mon okie lor haha best is cheap n gd food la ex oso okie depends on whether wana eat western or chinese food den which u prefer,0
"&lt;#&gt;  is fast approaching. So, Wish u a very Happy New Year Happy Sankranti Happy republic day Happy Valentines Day Happy Shivratri Happy Ugadi Happy Fools day Happy May Day Happy Independence Day, Happy Friendship,Mother,Father,Teachers,Childrens Day, &amp; HAPPY BIRTHDAY 4 U. Happy Ganesh festival Happy Dasara Happy Diwali Happy Christmas  &lt;#&gt;  Good Mornings Afternoons, Evenings Nights. RememberI AM the first to WISHING U ALL THESE...your's Raj",lt gt is fast approaching so wish u a very happy new year happy sankranti happy republic day happy valentines day happy shivratri happy ugadi happy fools day happy may day happy independence day happy friendship mother father teachers childrens day amp happy birthday [num] u happy ganesh festival happy dasara happy diwali happy christmas lt gt good mornings afternoons evenings nights rememberi am the first to wishing u all these your s raj,0
I know that my friend already told that.,i know that my friend already told that,0
Dont you have message offer,dont you have message offer,0
Ok... U enjoy ur shows...,ok u enjoy ur shows,0
"I know dat feelin had it with Pete! Wuld get with em , nuther place nuther time mayb?",i know dat feelin had it with pete wuld get with em nuther place nuther time mayb,0
What you thinked about me. First time you saw me in class.,what you thinked about me first time you saw me in class,0
They did't play one day last year know even though they have very good team.. Like india.,they did t play one day last year know even though they have very good team like india,0
That's ok. I popped in to ask bout something and she said you'd been in. Are you around tonght wen this girl comes?,that s ok i popped in to ask bout something and she said you d been in are you around tonght wen this girl comes,0
I cant wait for cornwall. Hope tonight isnt too bad as well but its rock night shite. Anyway im going for a kip now have a good night. Speak to you soon.,i can t wait for cornwall hope tonight isn t too bad as well but it s rock night shite anyway i m going for a kip now have a good night speak to you soon,0
No probably  &lt;#&gt; %.,no probably lt gt,0
"What are you doing in langport? Sorry, but I'll probably be in bed by 9pm. It sucks being ill at xmas! When do you and go2sri lanka? ",what are you doing in langport sorry but i ll probably be in bed by [num] pm it sucks being ill at xmas when do you and go [num] sri lanka,0
"Save yourself the stress. If the person has a dorm account, just send your account details and the money will be sent to you.",save yourself the stress if the person has a dorm account just send your account details and the money will be sent to you,0
"Good evening Sir, Al Salam Wahleykkum.sharing a happy news.By the grace of God, i got an offer from Tayseer,TISSCO and i joined.Hope you are fine.Inshah Allah,meet you sometime.Rakhesh,visitor from India.",good evening sir al salam wahleykkum sharing a happy news by the grace of god i got an offer from tayseer tissco and i joined hope you are fine inshah allah meet you sometime rakhesh visitor from india,0
YOU HAVE WON! As a valued Vodafone customer our computer has picked YOU to win a £150 prize. To collect is easy. Just call 09061743386 ,you have won as a valued vodafone customer our computer has picked you to win a [num] prize to collect is easy just call [num],1
Its sunny in california. The weather's just cool,its sunny in california the weather s just cool,0
Hi..i got the money da:),hi i got the money da,0
.Please charge my mobile when you get up in morning.,please charge my mobile when you get up in morning,0
I hope you arnt pissed off but id would really like to see you tomorrow. Love me xxxxxxxxxxxxxX,i hope you arnt pissed off but id would really like to see you tomorrow love me xxxxxxxxxxxxxx,0
"Sir, Waiting for your mail.",sir waiting for your mail,0
"Well, I have to leave for my class babe ... You never came back to me ... :-( ... Hope you have a nice sleep, my love",well i have to leave for my class babe you never came back to me hope you have a nice sleep my love,0
Does cinema plus drink appeal tomo? * Is a fr thriller by director i like on at mac at 8.30.,does cinema plus drink appeal tomo is a fr thriller by director i like on at mac at [num] [num],0
"Playin space poker, u?",playin space poker u,0
"Congrats 2 mobile 3G Videophones R yours. call 09063458130 now! videochat wid ur mates, play java games, Dload polypH music, noline rentl. bx420. ip4. 5we. 150p",congrats [num] mobile [num] g videophones r yours call [num] now videochat wid ur mates play java games dload polyph music noline rentl bx [num] ip [num] [num] we [num] p,1
Yup ok thanx...,yup ok thanx,0
"Orange customer, you may now claim your FREE CAMERA PHONE upgrade for your loyalty. Call now on 0207 153 9996. Offer ends 14thMarch. T&C's apply. Opt-out availa",orange customer you may now claim your free camera phone upgrade for your loyalty call now on [num] [num] [num] offer ends [num] thmarch t c s apply opt out availa,1
Hi neva worry bout da truth coz the truth will lead me 2 ur heart. Its the least a unique person like u deserve. Sleep tight or morning,hi neva worry bout da truth coz the truth will lead me [num] ur heart it s the least a unique person like u deserve sleep tight or morning,0
Then i buy.,then i buy,0
Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country Liverpool played in mid week? Txt ansr to 82277. £1.50 SP:Tyrone,sunshine quiz wkly q win a top sony dvd player if u know which country liverpool played in mid week txt ansr to [num] [num] [num] sp tyrone,1
You also didnt get na hi hi hi hi hi,you also didnt get na hi hi hi hi hi,0
It only does simple arithmetic not percentages.,it only does simple arithmetic not percentages,0
"In The Simpsons Movie released in July 2007 name the band that died at the start of the film? A-Green Day, B-Blue Day, C-Red Day. (Send A, B or C)",in the simpsons movie released in july [num] name the band that died at the start of the film a green day b blue day c red day send a b or c,1
Or remind me in a few hrs.,or remind me in a few hrs,0
"Oh... Haha... Den we shld had went today too... Gee, nvm la... Kaiez, i dun mind goin jazz oso... Scared hiphop open cant catch up... ",oh haha den we shld had went today too gee nvm la kaiez i dun mind goin jazz oso scared hiphop open cant catch up,0
Congrats ! Treat pending.i am not on mail for 2 days.will mail once thru.Respect mother at home.check mails.,congrats treat pending i am not on mail for [num] days will mail once thru respect mother at home check mails,0
Yes. Rent is very expensive so its the way we save.,yes rent is very expensive so its the way we save,0
Go chase after her and run her over while she's crossing the street,go chase after her and run her over while she s crossing the street,0
Pansy! You've been living in a jungle for two years! Its my driving you should be more worried about!,pansy you ve been living in a jungle for two years its my driving you should be more worried about,0
"Set a place for me in your heart and not in your mind, as the mind easily forgets but the heart will always remember. Wish you Happy Valentines Day!",set a place for me in your heart and not in your mind as the mind easily forgets but the heart will always remember wish you happy valentines day,0
He says he'll give me a call when his friend's got the money but that he's definitely buying before the end of the week,he says he ll give me a call when his friend s got the money but that he s definitely buying before the end of the week,0
"Claim a 200 shopping spree, just call 08717895698 now! Have you won! MobStoreQuiz10ppm",claim a [num] shopping spree just call [num] now have you won mobstorequiz [num] ppm,1
Yes there were many sweets,yes there were many sweets,0
But if she.s drinkin i'm ok.,but if she s drinkin i m ok,0
Actually i'm waiting for 2 weeks when they start putting ad.,actually i m waiting for [num] weeks when they start putting ad,0
An excellent thought by a misundrstud frnd: I knw u hate me bt the day wen u'll knw the truth u'll hate urself:-( Gn:-),an excellent thought by a misundrstud frnd i knw u hate me bt the day wen u ll knw the truth u ll hate urself gn,0
"Yes obviously, but you are the eggs-pert and the potato head… Speak soon! ",yes obviously but you are the eggs pert and the potato head speak soon,0
Hi if ur lookin 4 saucy daytime fun wiv busty married woman Am free all next week Chat now 2 sort time 09099726429 JANINExx Calls£1/minMobsmoreLKPOBOX177HP51FL,hi if ur lookin [num] saucy daytime fun wiv busty married woman am free all next week chat now [num] sort time [num] janinexx calls [num] minmobsmorelkpobox [num] hp [num] fl,1
Ok i msg u b4 i leave my house.,ok i msg u b [num] i leave my house,0
Santa calling! Would your little ones like a call from Santa Xmas Eve? Call 09077818151 to book you time. Calls1.50ppm last 3mins 30s T&C www.santacalling.com,santa calling would your little ones like a call from santa xmas eve call [num] to book you time calls [num] [num] ppm last [num] mins [num] s t c [url],1
"Yeah, don't go to bed, I'll be back before midnight",yeah don t go to bed i ll be back before midnight,0
S:)8 min to go for lunch:),s [num] min to go for lunch,0
Must come later.. I normally bathe him in da afternoon mah..,must come later i normally bathe him in da afternoon mah,0
Hope you are feeling great. Pls fill me in. Abiola,hope you are feeling great pls fill me in abiola,0
I am in your office na.,i am in your office na,0
"Ok., is any problem to u frm him? Wats matter?",ok is any problem to u frm him wats matter,0
Havent stuck at orchard in my dad's car. Going 4 dinner now. U leh? So r they free tonight?,havent stuck at orchard in my dad s car going [num] dinner now u leh so r they free tonight,0
Good morning princess! Happy New Year!,good morning princess happy new year,0
I've reached already.,i ve reached already,0
Re your call; You didn't see my facebook huh?,re your call you didn t see my facebook huh,0
"Nothing really, just making sure everybody's up to speed",nothing really just making sure everybody s up to speed,0
You are awarded a SiPix Digital Camera! call 09061221061 from landline. Delivery within 28days. T Cs Box177. M221BP. 2yr warranty. 150ppm. 16 . p p£3.99,you are awarded a sipix digital camera call [num] from landline delivery within [num] days t cs box [num] m [num] bp [num] yr warranty [num] ppm [num] p p [num] [num],1
Sorry i've not gone to that place. I.ll do so tomorrow. Really sorry.,sorry i ve not gone to that place i ll do so tomorrow really sorry,0
It vl bcum more difficult..,it vl bcum more difficult,0
"Gal n boy walking in d park. gal-can i hold ur hand? boy-y? do u think i would run away? gal-no, jst wana c how it feels walking in heaven with an prince..GN:-)",gal n boy walking in d park gal can i hold ur hand boy y do u think i would run away gal no jst wana c how it feels walking in heaven with an prince gn,0
Aww you must be nearly dead!Well Jez isComing over toDo some workAnd that whillTake forever!,aww you must be nearly dead well jez iscoming over todo some workand that whilltake forever,0
Change again... It's e one next to escalator...,change again it s e one next to escalator,0
He said i look pretty wif long hair wat. But i thk he's cutting quite short 4 me leh.,he said i look pretty wif long hair wat but i thk he s cutting quite short [num] me leh,0
If india win or level series means this is record:),if india win or level series means this is record,0
Goodo! Yes we must speak friday - egg-potato ratio for tortilla needed! ,goodo yes we must speak friday egg potato ratio for tortilla needed,0
"Not sure yet, still trying to get a hold of him",not sure yet still trying to get a hold of him,0
";-( oh well, c u later",oh well c u later,0
"Spook up your mob with a Halloween collection of a logo & pic message plus a free eerie tone, txt CARD SPOOK to 8007 zed 08701417012150p per logo/pic ",spook up your mob with a halloween collection of a logo pic message plus a free eerie tone txt card spook to [num] zed [num] p per logo pic,1
Where at were hungry too,where at were hungry too,0
December only! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update VCo FREE on 08002986906 ,december only had your mobile [num] mths you are entitled to update to the latest colour camera mobile for free call the mobile update vco free on [num],1
"Urgent Urgent! We have 800 FREE flights to Europe to give away, call B4 10th Sept & take a friend 4 FREE. Call now to claim on 09050000555. BA128NNFWFLY150ppm",urgent urgent we have [num] free flights to europe to give away call b [num] [num] th sept take a friend [num] free call now to claim on [num] ba [num] nnfwfly [num] ppm,1
Then ü wait 4 me at bus stop aft ur lect lar. If i dun c ü then i go get my car then come back n pick ü.,then wait [num] me at bus stop aft ur lect lar if i dun c then i go get my car then come back n pick,0
K.i will send in  &lt;#&gt;  min:),k i will send in lt gt min,0
YOU HAVE WON! As a valued Vodafone customer our computer has picked YOU to win a £150 prize. To collect is easy. Just call 09061743386,you have won as a valued vodafone customer our computer has picked you to win a [num] prize to collect is easy just call [num],1
"I wasn't well babe, i have swollen glands at my throat ... What did you end up doing ?",i wasn t well babe i have swollen glands at my throat what did you end up doing,0
WOT U UP 2 J?,wot u up [num] j,0
i dnt wnt to tlk wid u,i dnt wnt to tlk wid u,0
Are you still getting the goods.,are you still getting the goods,0
Send a logo 2 ur lover - 2 names joined by a heart. Txt LOVE NAME1 NAME2 MOBNO eg LOVE ADAM EVE 07123456789 to 87077 Yahoo! POBox36504W45WQ TxtNO 4 no ads 150p.,send a logo [num] ur lover [num] names joined by a heart txt love name [num] name [num] mobno eg love adam eve [num] to [num] yahoo pobox [num] w [num] wq txtno [num] no ads [num] p,1
That's necessarily respectful,that s necessarily respectful,0
I am not sure about night menu. . . I know only about noon menu,i am not sure about night menu i know only about noon menu,0
I walked an hour 2 c u! doesnt that show I care y wont u believe im serious?,i walked an hour [num] c u doesn t that show i care y wont u believe im serious,0
Hope you are not scared!,hope you are not scared,0
Yo im right by yo work,yo im right by yo work,0
Check Out Choose Your Babe Videos @ sms.shsex.netUN fgkslpoPW fgkslpo,check out choose your babe videos sms shsex netun fgkslpopw fgkslpo,1
I not free today i haf 2 pick my parents up tonite...,i not free today i haf [num] pick my parents up tonite,0
Nobody names their penis a girls name this story doesn't add up at all,nobody names their penis a girls name this story doesn t add up at all,0
"Velly good, yes please!",velly good yes please,0
Yes da. Any plm at ur office,yes da any plm at ur office,0
"Best line said in Love: . ""I will wait till the day I can forget u Or The day u realize that u cannot forget me.""... Gn",best line said in love i will wait till the day i can forget u or the day u realize that u cannot forget me gn,0
"If you don't, your prize will go to another customer. T&C at www.t-c.biz 18+ 150p/min Polo Ltd Suite 373 London W1J 6HL Please call back if busy",if you don t your prize will go to another customer t c at [url] [num] [num] p min polo ltd suite [num] london w [num] j [num] hl please call back if busy,1
Yes just finished watching days of our lives. I love it.,yes just finished watching days of our lives i love it,0
ALRITE,alrite,0
Love it! The girls at the office may wonder why you are smiling but sore...,love it the girls at the office may wonder why you are smiling but sore,0
Married local women looking for discreet action now! 5 real matches instantly to your phone. Text MATCH to 69969 Msg cost 150p 2 stop txt stop BCMSFWC1N3XX,married local women looking for discreet action now [num] real matches instantly to your phone text match to [num] msg cost [num] p [num] stop txt stop bcmsfwc [num] n [num] xx,1
No my mum went 2 dentist.,no my mum went [num] dentist,0
Congratulations ore mo owo re wa. Enjoy it and i wish you many happy moments to and fro wherever you go,congratulations ore mo owo re wa enjoy it and i wish you many happy moments to and fro wherever you go,0
How are you with moneY...as in to you...money aint a thing....how are you sha!,how are you with money as in to you money aint a thing how are you sha,0
"Theoretically yeah, he could be able to come",theoretically yeah he could be able to come,0
"Sorry, I can't text &amp; drive coherently, see you in twenty",sorry i can t text amp drive coherently see you in twenty,0
Text PASS to 69669 to collect your polyphonic ringtones. Normal gprs charges apply only. Enjoy your tones,text pass to [num] to collect your polyphonic ringtones normal gprs charges apply only enjoy your tones,1
"That means you got an A in epi, she.s fine. She.s here now.",that means you got an a in epi she s fine she s here now,0
I want to send something that can sell fast.  &lt;#&gt; k is not easy money.,i want to send something that can sell fast lt gt k is not easy money,0
Pls dont restrict her from eating anythin she likes for the next two days.,pls dont restrict her from eating anythin she likes for the next two days,0
"Aight I'll grab something to eat too, text me when you're back at mu",aight i ll grab something to eat too text me when you re back at mu,0
Havent still waitin as usual... Ü come back sch oredi?,havent still waitin as usual come back sch oredi,0
Thanks for being there for me just to talk to on saturday. You are very dear to me. I cherish having you as a brother and role model.,thanks for being there for me just to talk to on saturday you are very dear to me i cherish having you as a brother and role model,0
HMM yeah if your not too grooved out! And im looking forward to my pound special :),hmm yeah if your not too grooved out and im looking forward to my pound special,0
Hey you gave them your photo when you registered for driving ah? Tmr wanna meet at yck? ,hey you gave them your photo when you registered for driving ah tmr wanna meet at yck,0
You have to pls make a note of all she.s exposed to. Also find out from her school if anyone else was vomiting. Is there a dog or cat in the house? Let me know later.,you have to pls make a note of all she s exposed to also find out from her school if anyone else was vomiting is there a dog or cat in the house let me know later,0
Hey tmr maybe can meet you at yck,hey tmr maybe can meet you at yck,0
Guai... Ü shd haf seen him when he's naughty... Ü so free today? Can go jogging...,guai shd haf seen him when he s naughty so free today can go jogging,0
"Men always needs a beautiful, intelligent, caring, loving, adjustable, cooperative wife. But the law allows only one wife....",men always needs a beautiful intelligent caring loving adjustable cooperative wife but the law allows only one wife,0
"Night sweet, sleep well! I've just been to see The Exorcism of Emily Rose and may never sleep again! Hugs and snogs! ",night sweet sleep well i ve just been to see the exorcism of emily rose and may never sleep again hugs and snogs,0
Great. Never been better. Each day gives even more reasons to thank God,great never been better each day gives even more reasons to thank god,0
Arun can u transfr me d amt,arun can u transfr me d amt,0
"sir, you will receive the account no another 1hr time. Sorry for the delay.",sir you will receive the account no another [num] hr time sorry for the delay,0
